"di_id","year","value_1","value","value_3"
"RO",2008,0,0,0
"RS",2008,0.07,0.07,0.07
"RU",2008,0.07,0.07,0.07
"RW",2008,64.01,64.01,64.01
"SB",2008,38.68,38.68,38.68
"SC",2008,0.37,0.37,0.37
"SD",2008,15.11,15.11,15.11
"SI",2008,0.01,0.01,0.01
"SK",2008,0,0,0
"SL",2008,54.74,54.74,54.74
"SN",2008,37.11,37.11,37.11
"SR",2008,19.37,19.37,19.37
"SS",2008,42.56,42.56,42.56
"ST",2008,31.62,31.62,31.62
"SV",2008,6.92,6.92,6.92
"SZ",2008,41.69,41.69,41.69
"TD",2008,42.2,42.2,42.2
"TG",2008,56.07,56.07,56.07
"TH",2008,0.15,0.15,0.15
"TJ",2008,6.95,6.95,6.95
"TL",2008,47.44,47.44,47.44
"TM",2008,11.22,11.22,11.22
"TN",2008,2.49,2.49,2.49
"TO",2008,1.31,1.31,1.31
"TR",2008,0.62,0.62,0.62
"TT",2008,0.53,0.53,0.53
"TV",2008,2.13,2.13,2.13
"TZ",2008,51.7,51.7,51.7
"UA",2008,0.01,0.01,0.01
"UG",2008,43.92,43.92,43.92
"UY",2008,0.33,0.33,0.33
"UZ",2008,43.84,43.84,43.84
"VE",2008,8.21,8.21,8.21
"ME",2010,0,0,0
"VN",2008,16.17,16.17,16.17
"VU",2008,15.56,15.56,15.56
"WS",2008,0.83,0.83,0.83
"XK",2008,2.58,2.58,2.58
"ZA",2008,17.95,17.95,17.95
"ZM",2008,62.65,62.65,62.65
"ZW",2008,31.73,31.73,31.73
"AL",2009,0.55,0.55,
"AM",2009,2.02,2.02,
"AO",2009,30.09,30.09,
"AZ",2009,0.58,0.58,
"BA",2009,0.07,0.07,
"BD",2009,19.31,19.31,
"BF",2009,53.19,53.19,
"BG",2009,1.56,1.56,
"BI",2009,76.59,76.59,
"BJ",2009,51.17,51.17,
"BO",2009,11.03,11.03,
"BR",2009,6.02,6.02,
"BT",2009,5.19,5.19,
"BW",2009,17.08,17.08,
"BY",2009,0,0,
"BZ",2009,14.18,14.18,
"CD",2009,87.2,87.2,
"CF",2009,66.03,66.03,
"CG",2009,43.06,43.06,
"CI",2009,28.82,28.82,
"CL",2009,1.53,1.53,
"CM",2009,30,30,
"CN",2009,12.92,12.92,
"CO",2009,9.39,9.39,
"CR",2009,2.16,2.16,
"CV",2009,7.2,7.2,
"CZ",2009,0.04,0.04,
"DJ",2009,18.69,18.69,
"DO",2009,3.19,3.19,
"EC",2009,8.01,8.01,
"EE",2009,0.71,0.71,
"ET",2009,34.37,34.37,
"FJ",2009,3.95,3.95,
"FM",2009,14.56,14.56,
"GA",2009,9.09,9.09,
"GE",2009,17.53,17.53,
"GH",2009,20.29,20.29,
"GM",2009,44.99,44.99,
"GN",2009,50.11,50.11,
"GT",2009,11.28,11.28,
"GW",2009,65.43,65.43,
"GY",2009,10.14,10.14,
"HN",2009,15.81,15.81,
"HR",2009,0,0,
"HT",2009,56.15,56.15,
"HU",2009,0.06,0.06,
"ID",2009,18.75,18.75,
"IN",2009,27.66,27.66,
"IR",2009,0.37,0.37,
"JM",2009,1.7,1.7,
"KE",2009,30.27,30.27,
"KG",2009,4.05,4.05,
"KH",2009,7.37,7.37,
"KI",2009,13.53,13.53,
"KM",2009,14.42,14.42,
"KZ",2009,0.13,0.13,
"LA",2009,18.77,18.77,
"LC",2009,27.08,27.08,
"LK",2009,2.6,2.6,
"LR",2009,66.09,66.09,
"LS",2009,60.06,60.06,
"LT",2009,0.93,0.93,
"LV",2009,0.98,0.98,
"MA",2009,2.17,2.17,
"MD",2009,0.91,0.91,
"ME",2009,0.1,0.1,
"MG",2009,78.08,78.08,
"MK",2009,1.33,1.33,
"ML",2009,49.6,49.6,
"MN",2009,0.99,0.99,
"MR",2009,10.48,10.48,
"MU",2009,0.44,0.44,
"MV",2009,6.46,6.46,
"MW",2009,71.59,71.59,
"MX",2009,3.8,3.8,
"MY",2009,0.27,0.27,
"MZ",2009,68.34,68.34,
"NA",2009,22.69,22.69,
"NE",2009,60.68,60.68,
"NG",2009,53.29,53.29,
"NI",2009,10.48,10.48,
"NP",2009,21.82,21.82,
"PA",2009,5.03,5.03,
"PE",2009,6.34,6.34,
"PG",2009,42.09,42.09,
"PH",2009,13.12,13.12,
"PK",2009,10.7,10.7,
"PL",2009,0.01,0.01,
"PS",2009,0.57,0.57,
"PY",2009,5.52,5.52,
"RO",2009,0,0,
"RS",2009,0.09,0.09,
"RU",2009,0.11,0.11,
"RW",2009,62.89,62.89,
"SB",2009,39.39,39.39,
"SC",2009,0.9,0.9,
"SD",2009,14.85,14.85,
"SI",2009,0.01,0.01,
"SK",2009,0.21,0.21,
"SL",2009,53.92,53.92,
"SN",2009,37.18,37.18,
"SR",2009,19.1,19.1,
"SS",2009,42.54,42.54,
"ST",2009,31.95,31.95,
"SV",2009,7.08,7.08,
"SZ",2009,41.86,41.86,
"TD",2009,39.65,39.65,
"TG",2009,55.76,55.76,
"TH",2009,0.15,0.15,
"TJ",2009,10.06,10.06,
"TL",2009,41.19,41.19,
"TM",2009,9.45,9.45,
"TN",2009,2.31,2.31,
"TO",2009,1.15,1.15,
"TR",2009,0.7,0.7,
"TT",2009,0.57,0.57,
"TV",2009,2.4,2.4,
"TZ",2009,50.61,50.61,
"UA",2009,0.01,0.01,
"UG",2009,42.14,42.14,
"UY",2009,0.28,0.28,
"UZ",2009,39.48,39.48,
"VE",2009,8.44,8.44,
"VN",2009,10.48,10.48,
"VU",2009,15.46,15.46,
"WS",2009,1.03,1.03,
"XK",2009,2.38,2.38,
"ZA",2009,17.57,17.57,
"ZM",2009,63.54,63.54,
"ZW",2009,28.62,28.62,
"AL",2010,0.73,0.73,0.73
"AM",2010,2.54,2.54,2.54
"AO",2010,30.32,30.32,30.32
"AZ",2010,0.67,0.67,0.67
"BA",2010,0.07,0.07,0.07
"BD",2010,18.52,18.52,18.52
"BF",2010,52,52,52
"BG",2010,1.93,1.93,1.93
"BI",2010,76.57,76.57,76.57
"BJ",2010,52.37,52.37,52.37
"BO",2010,10.14,10.14,10.14
"BR",2010,5.74,5.74,5.74
"BT",2010,5.6,5.6,5.6
"BW",2010,17.07,17.07,17.07
"BY",2010,0,0,0
"BZ",2010,13.92,13.92,13.92
"CD",2010,85.78,85.78,85.78
"CF",2010,65.8,65.8,65.8
"CG",2010,37.55,37.55,37.55
"CI",2010,28.61,28.61,28.61
"CL",2010,1.5,1.5,1.5
"CM",2010,30.68,30.68,30.68
"CN",2010,11.18,11.18,11.18
"CO",2010,8.06,8.06,8.06
"CR",2010,1.61,1.61,1.61
"CV",2010,7.28,7.28,7.28
"CZ",2010,0.04,0.04,0.04
"DJ",2010,18.59,18.59,18.59
"DO",2010,2.61,2.61,2.61
"EC",2010,7.05,7.05,7.05
"EE",2010,0.92,0.92,0.92
"ET",2010,33.8,33.8,33.8
"FJ",2010,3.93,3.93,3.93
"FM",2010,14.77,14.77,14.77
"GA",2010,8.81,8.81,8.81
"GE",2010,19.58,19.58,19.58
"GH",2010,18.78,18.78,18.78
"GM",2010,43.34,43.34,43.34
"GN",2010,46.41,46.41,46.41
"GT",2010,11.66,11.66,11.66
"GW",2010,67.08,67.08,67.08
"GY",2010,9.58,9.58,9.58
"HN",2010,15.47,15.47,15.47
"HT",2010,56.83,56.83,56.83
"HU",2010,0.08,0.08,0.08
"ID",2010,15.95,15.95,15.95
"IN",2010,25.2,25.2,25.2
"IR",2010,0.18,0.18,0.18
"JM",2010,1.84,1.84,1.84
"KE",2010,28.81,28.81,28.81
"KG",2010,4.08,4.08,4.08
"KH",2010,4.6,4.6,4.6
"KI",2010,14.09,14.09,14.09
"KM",2010,14.5,14.5,14.5
"KZ",2010,0.12,0.12,0.12
"LA",2010,18.29,18.29,18.29
"LC",2010,28.06,28.06,28.06
"LK",2010,2.39,2.39,2.39
"LR",2010,65.1,65.1,65.1
"LS",2010,59.65,59.65,59.65
"LT",2010,1.71,1.71,1.71
"LV",2010,1.93,1.93,1.93
"MA",2010,2,2,2
"MD",2010,0.53,0.53,0.53
"MG",2010,81.76,81.76,81.76
"MK",2010,1.33,1.33,1.33
"ML",2010,49.07,49.07,49.07
"MN",2010,0.76,0.76,0.76
"MR",2010,10.17,10.17,10.17
"MU",2010,0.47,0.47,0.47
"MV",2010,6.84,6.84,6.84
"MW",2010,70.9,70.9,70.9
"MX",2010,3.8,3.8,3.8
"MY",2010,0.21,0.21,0.21
"MZ",2010,66.66,66.66,66.66
"NA",2010,21.71,21.71,21.71
"NE",2010,55.12,55.12,55.12
"NG",2010,53.05,53.05,53.05
"NI",2010,9.64,9.64,9.64
"NP",2010,15.45,15.45,15.45
"PA",2010,4.57,4.57,4.57
"PE",2010,4.74,4.74,4.74
"PG",2010,38.31,38.31,38.31
"PH",2010,13.1,13.1,13.1
"PK",2010,9.53,9.53,9.53
"PL",2010,0,0,0
"PS",2010,0.27,0.27,0.27
"PY",2010,6.07,6.07,6.07
"RO",2010,0,0,0
"RS",2010,0.1,0.1,0.1
"RU",2010,0.15,0.15,0.15
"RW",2010,61.77,61.77,61.77
"SB",2010,40.1,40.1,40.1
"SC",2010,1.43,1.43,1.43
"SD",2010,14.58,14.58,14.58
"SI",2010,0.01,0.01,0.01
"SK",2010,0.42,0.42,0.42
"SL",2010,53.1,53.1,53.1
"SN",2010,37.25,37.25,37.25
"SR",2010,18.83,18.83,18.83
"SS",2010,42.51,42.51,42.51
"ST",2010,32.28,32.28,32.28
"SV",2010,7.24,7.24,7.24
"SZ",2010,42.03,42.03,42.03
"TD",2010,37.09,37.09,37.09
"TG",2010,55.45,55.45,55.45
"TH",2010,0.14,0.14,0.14
"TJ",2010,13.17,13.17,13.17
"TL",2010,34.93,34.93,34.93
"TM",2010,7.67,7.67,7.67
"TN",2010,2.12,2.12,2.12
"TO",2010,0.98,0.98,0.98
"TR",2010,0.78,0.78,0.78
"TT",2010,0.61,0.61,0.61
"TV",2010,2.66,2.66,2.66
"TZ",2010,49.52,49.52,49.52
"UA",2010,0,0,0
"UG",2010,40.36,40.36,40.36
"UY",2010,0.23,0.23,0.23
"UZ",2010,35.11,35.11,35.11
"VE",2010,8.66,8.66,8.66
"VN",2010,4.78,4.78,4.78
"VU",2010,15.36,15.36,15.36
"WS",2010,1.22,1.22,1.22
"XK",2010,2.17,2.17,2.17
"ZA",2010,17.19,17.19,17.19
"ZM",2010,64.42,64.42,64.42
"ZW",2010,25.5,25.5,25.5
"AL",2011,0.88,0.88,0.88
"AM",2011,2.7,2.7,2.7
"AO",2011,30.08,30.08,30.08
"AZ",2011,0.37,0.37,0.37
"BA",2011,0.07,0.07,0.07
"BD",2011,15.31,15.31,15.31
"BF",2011,49.35,49.35,49.35
"BG",2011,2.19,2.19,2.19
"BI",2011,76.16,76.16,76.16
"BJ",2011,53.13,53.13,53.13
"BO",2011,7.96,7.96,7.96
"BR",2011,5.5,5.5,5.5
"BT",2011,3.95,3.95,3.95
"BW",2011,15.84,15.84,15.84
"BY",2011,0,0,0
"BZ",2011,13.66,13.66,13.66
"CD",2011,82.65,82.65,82.65
"CF",2011,65.35,65.35,65.35
"CG",2011,36.97,36.97,36.97
"CI",2011,31.37,31.37,31.37
"CL",2011,1.3,1.3,1.3
"CM",2011,29.74,29.74,29.74
"CN",2011,7.9,7.9,7.9
"CO",2011,6.58,6.58,6.58
"CR",2011,1.75,1.75,1.75
"CV",2011,6.74,6.74,6.74
"CZ",2011,0.05,0.05,0.05
"DJ",2011,18.57,18.57,18.57
"DO",2011,2.9,2.9,2.9
"EC",2011,5.86,5.86,5.86
"EE",2011,1.21,1.21,1.21
"ET",2011,30.6,30.6,30.6
"FJ",2011,4.59,4.59,4.59
"FM",2011,14.69,14.69,14.69
"GA",2011,7.91,7.91,7.91
"GE",2011,17.79,17.79,17.79
"GH",2011,14.75,14.75,14.75
"GM",2011,47.47,47.47,47.47
"GN",2011,40.92,40.92,40.92
"GT",2011,11.53,11.53,11.53
"GW",2011,63.89,63.89,63.89
"GY",2011,8.83,8.83,8.83
"HN",2011,18.75,18.75,18.75
"HR",2011,0.81,0.81,0.81
"HT",2011,54.89,54.89,54.89
"HU",2011,0.13,0.13,0.13
"ID",2011,13.58,13.58,13.58
"IN",2011,20.23,20.23,20.23
"IR",2011,0.1,0.1,0.1
"JM",2011,1.84,1.84,1.84
"KE",2011,27.22,27.22,27.22
"KG",2011,1.81,1.81,1.81
"KH",2011,3.37,3.37,3.37
"KI",2011,14.09,14.09,14.09
"KM",2011,14.47,14.47,14.47
"KZ",2011,0.03,0.03,0.03
"LA",2011,16.81,16.81,16.81
"LC",2011,28.21,28.21,28.21
"LK",2011,2.35,2.35,2.35
"LR",2011,61.3,61.3,61.3
"LS",2011,58.82,58.82,58.82
"LT",2011,0.87,0.87,0.87
"LV",2011,1.31,1.31,1.31
"MA",2011,1.71,1.71,1.71
"MD",2011,0.28,0.28,0.28
"ME",2011,0.21,0.21,0.21
"MG",2011,80.05,80.05,80.05
"MK",2011,2.3,2.3,2.3
"ML",2011,49.3,49.3,49.3
"MN",2011,0.57,0.57,0.57
"MR",2011,9.09,9.09,9.09
"MU",2011,0.5,0.5,0.5
"MV",2011,4.97,4.97,4.97
"MW",2011,70.55,70.55,70.55
"MX",2011,3.23,3.23,3.23
"MY",2011,0.15,0.15,0.15
"MZ",2011,64.34,64.34,64.34
"NA",2011,20.43,20.43,20.43
"NE",2011,50.34,50.34,50.34
"NG",2011,52.08,52.08,52.08
"NI",2011,9.1,9.1,9.1
"NP",2011,15.42,15.42,15.42
"PA",2011,3.98,3.98,3.98
"PE",2011,4.34,4.34,4.34
"PG",2011,35.68,35.68,35.68
"PH",2011,13.35,13.35,13.35
"PK",2011,8.11,8.11,8.11
"PL",2011,0.02,0.02,0.02
"PS",2011,0.27,0.27,0.27
"PY",2011,5.47,5.47,5.47
"RS",2011,0.13,0.13,0.13
"RU",2011,0.08,0.08,0.08
"RW",2011,60.17,60.17,60.17
"SB",2011,34.61,34.61,34.61
"SC",2011,1.24,1.24,1.24
"SD",2011,11.99,11.99,11.99
"SI",2011,0,0,0
"SK",2011,0.36,0.36,0.36
"SL",2011,52.33,52.33,52.33
"SN",2011,38.14,38.14,38.14
"SR",2011,17.82,17.82,17.82
"SS",2011,46.01,46.01,46.01
"ST",2011,31.34,31.34,31.34
"SV",2011,4.53,4.53,4.53
"SZ",2011,42.27,42.27,42.27
"TD",2011,38.43,38.43,38.43
"TG",2011,54.18,54.18,54.18
"TH",2011,0.04,0.04,0.04
"TJ",2011,19.9,19.9,19.9
"TL",2011,32.85,32.85,32.85
"TM",2011,4.8,4.8,4.8
"TN",2011,1.74,1.74,1.74
"TO",2011,0.98,0.98,0.98
"TR",2011,0.28,0.28,0.28
"TT",2011,0.43,0.43,0.43
"TV",2011,2.13,2.13,2.13
"TZ",2011,47.54,47.54,47.54
"UA",2011,0,0,0
"UG",2011,36.99,36.99,36.99
"UY",2011,0.32,0.32,0.32
"UZ",2011,31.23,31.23,31.23
"VE",2011,8.52,8.52,8.52
"VN",2011,3.99,3.99,3.99
"VU",2011,15.03,15.03,15.03
"WS",2011,0.83,0.83,0.83
"XK",2011,1.41,1.41,1.41
"ZA",2011,16.56,16.56,16.56
"ZM",2011,63.14,63.14,63.14
"ZW",2011,21.4,21.4,21.4
"AL",2012,1.06,1.06,1.06
"AM",2012,1.74,1.74,1.74
"AO",2012,29.25,29.25,29.25
"AZ",2012,0.37,0.37,0.37
"BA",2012,0.07,0.07,0.07
"BD",2012,13.71,13.71,13.71
"BF",2012,46.28,46.28,46.28
"BG",2012,2.03,2.03,2.03
"BI",2012,75.83,75.83,75.83
"BJ",2012,52.57,52.57,52.57
"BO",2012,9.07,9.07,9.07
"BR",2012,4.59,4.59,4.59
"BT",2012,2.17,2.17,2.17
"BW",2012,14.82,14.82,14.82
"BY",2012,0,0,0
"BZ",2012,13.66,13.66,13.66
"CD",2012,79.16,79.16,79.16
"CF",2012,64.43,64.43,64.43
"CG",2012,36.61,36.61,36.61
"CI",2012,28.11,28.11,28.11
"CL",2012,1.02,1.02,1.02
"CM",2012,28.47,28.47,28.47
"CN",2012,6.47,6.47,6.47
"CO",2012,7.09,7.09,7.09
"CR",2012,1.72,1.72,1.72
"CV",2012,6.77,6.77,6.77
"CZ",2012,0.06,0.06,0.06
"DJ",2012,18.32,18.32,18.32
"DO",2012,2.59,2.59,2.59
"EC",2012,5.88,5.88,5.88
"EE",2012,0.99,0.99,0.99
"ET",2012,26.45,26.45,26.45
"FJ",2012,4.56,4.56,4.56
"FM",2012,15.31,15.31,15.31
"GA",2012,7.25,7.25,7.25
"GE",2012,15.49,15.49,15.49
"GH",2012,13.09,13.09,13.09
"GM",2012,45.41,45.41,45.41
"GN",2012,35.27,35.27,35.27
"GT",2012,10.95,10.95,10.95
"GW",2012,66.23,66.23,66.23
"GY",2012,8.21,8.21,8.21
"HN",2012,21.36,21.36,21.36
"HR",2012,0.92,0.92,0.92
"HT",2012,53.91,53.91,53.91
"HU",2012,0.26,0.26,0.26
"ID",2012,11.76,11.76,11.76
"IN",2012,19.92,19.92,19.92
"IR",2012,0.09,0.09,0.09
"JM",2012,1.84,1.84,1.84
"KE",2012,26.34,26.34,26.34
"KG",2012,2.91,2.91,2.91
"KH",2012,2.17,2.17,2.17
"KI",2012,13.89,13.89,13.89
"KM",2012,14.34,14.34,14.34
"KZ",2012,0.06,0.06,0.06
"LA",2012,16.9,16.9,16.9
"LC",2012,29.03,29.03,29.03
"LK",2012,1.9,1.9,1.9
"LR",2012,57.97,57.97,57.97
"LS",2012,57.48,57.48,57.48
"LT",2012,1.03,1.03,1.03
"LV",2012,1.38,1.38,1.38
"MA",2012,1.66,1.66,1.66
"MD",2012,0.34,0.34,0.34
"ME",2012,1.26,1.26,1.26
"MG",2012,77.84,77.84,77.84
"MK",2012,2.3,2.3,2.3
"ML",2012,50.98,50.98,50.98
"MN",2012,0.38,0.38,0.38
"MR",2012,7.89,7.89,7.89
"MU",2012,0.53,0.53,0.53
"MV",2012,4.9,4.9,4.9
"MW",2012,71.05,71.05,71.05
"MX",2012,2.68,2.68,2.68
"MY",2012,0.11,0.11,0.11
"MZ",2012,62.2,62.2,62.2
"NA",2012,19.31,19.31,19.31
"NE",2012,46.57,46.57,46.57
"NG",2012,51.19,51.19,51.19
"NI",2012,8,8,8
"NP",2012,9.31,9.31,9.31
"PA",2012,4.41,4.41,4.41
"PE",2012,4.13,4.13,4.13
"PG",2012,33.19,33.19,33.19
"PH",2012,13.11,13.11,13.11
"PK",2012,6.81,6.81,6.81
"PL",2012,0.02,0.02,0.02
"PS",2012,0.08,0.08,0.08
"PY",2012,3.71,3.71,3.71
"RO",2012,0,0,0
"RS",2012,0.16,0.16,0.16
"RU",2012,0.04,0.04,0.04
"RW",2012,59.22,59.22,59.22
"SB",2012,33.51,33.51,33.51
"SC",2012,1.24,1.24,1.24
"SD",2012,9.52,9.52,9.52
"SI",2012,0.03,0.03,0.03
"SK",2012,0.24,0.24,0.24
"SL",2012,44.05,44.05,44.05
"SN",2012,37.69,37.69,37.69
"SR",2012,17.82,17.82,17.82
"SS",2012,73.81,73.81,73.81
"ST",2012,29.62,29.62,29.62
"SV",2012,4.16,4.16,4.16
"SZ",2012,41.44,41.44,41.44
"TD",2012,35.94,35.94,35.94
"TG",2012,52.93,52.93,52.93
"TH",2012,0.06,0.06,0.06
"TJ",2012,24.47,24.47,24.47
"TL",2012,22.52,22.52,22.52
"TM",2012,3.17,3.17,3.17
"TN",2012,1.32,1.32,1.32
"TO",2012,0.98,0.98,0.98
"TR",2012,0.26,0.26,0.26
"TT",2012,0.28,0.28,0.28
"TV",2012,2.13,2.13,2.13
"TZ",2012,46.52,46.52,46.52
"UA",2012,0,0,0
"UG",2012,34.82,34.82,34.82
"UY",2012,0.4,0.4,0.4
"UZ",2012,26.87,26.87,26.87
"VE",2012,8.23,8.23,8.23
"VN",2012,3.23,3.23,3.23
"VU",2012,14.72,14.72,14.72
"WS",2012,0.83,0.83,0.83
"XK",2012,0.56,0.56,0.56
"ZA",2012,16.22,16.22,16.22
"ZM",2012,61.83,61.83,61.83
"ZW",2012,18.31,18.31,18.31
"AL",2013,1.02,1.02,1.02
"AM",2013,2.44,2.44,2.44
"AO",2013,27.44,27.44,27.44
"AZ",2013,0.37,0.37,0.37
"BA",2013,0.07,0.07,0.07
"BD",2013,11.7,11.7,11.7
"BF",2013,45.11,45.11,45.11
"BG",2013,2.03,2.03,2.03
"BI",2013,75.28,75.28,75.28
"BJ",2013,50.11,50.11,50.11
"BO",2013,7.7,7.7,7.7
"BR",2013,4.87,4.87,4.87
"BT",2013,1.38,1.38,1.38
"BW",2013,13.04,13.04,13.04
"BY",2013,0,0,0
"BZ",2013,12.59,12.59,12.59
"CD",2013,75.89,75.89,75.89
"CF",2013,80.71,80.71,80.71
"CG",2013,36.33,36.33,36.33
"CI",2013,25.36,25.36,25.36
"CL",2013,0.92,0.92,0.92
"CM",2013,26.33,26.33,26.33
"CN",2013,1.85,1.85,1.85
"CO",2013,6.12,6.12,6.12
"CR",2013,1.68,1.68,1.68
"CV",2013,6.79,6.79,6.79
"CZ",2013,0.06,0.06,0.06
"DJ",2013,22.52,22.52,22.52
"DO",2013,2.32,2.32,2.32
"EC",2013,4.43,4.43,4.43
"EE",2013,0.98,0.98,0.98
"ET",2013,21.55,21.55,21.55
"FJ",2013,3.8,3.8,3.8
"FM",2013,17.37,17.37,17.37
"GA",2013,6.7,6.7,6.7
"GE",2013,11.49,11.49,11.49
"GH",2013,12.05,12.05,12.05
"GM",2013,45.01,45.01,45.01
"GN",2013,35.64,35.64,35.64
"GT",2013,10.14,10.14,10.14
"GW",2013,67.32,67.32,67.32
"GY",2013,7.57,7.57,7.57
"HN",2013,18.93,18.93,18.93
"HR",2013,0.92,0.92,0.92
"HT",2013,53.04,53.04,53.04
"HU",2013,0.26,0.26,0.26
"TJ",2013,22.56,22.56,22.56
"TL",2013,21.76,21.76,21.76
"TM",2013,2.06,2.06,2.06
"TN",2013,1.01,1.01,1.01
"TO",2013,0.98,0.98,0.98
"TR",2013,0.33,0.33,0.33
"TT",2013,0.27,0.27,0.27
"TV",2013,1.8,1.8,1.8
"TZ",2013,43.84,43.84,43.84
"UA",2013,0,0,0
"UG",2013,34.64,34.64,34.64
"UY",2013,0.34,0.34,0.34
"UZ",2013,23.17,23.17,23.17
"VE",2013,8.05,8.05,8.05
"VN",2013,3.18,3.18,3.18
"VU",2013,14.31,14.31,14.31
"WS",2013,1.12,1.12,1.12
"XK",2013,0.78,0.78,0.78
"ZA",2013,16.02,16.02,16.02
"ZM",2013,60.5,60.5,60.5
"ZW",2013,17.47,17.47,17.47
"AL",2014,1.02,,
"AM",2014,2.44,,
"AO",2014,27.44,,
"AZ",2014,0.37,,
"BA",2014,0.07,,
"BD",2014,11.7,,
"BF",2014,45.11,,
"BG",2014,2.03,,
"BI",2014,75.28,,
"BJ",2014,50.11,,
"BO",2014,7.7,,
"BR",2014,4.87,,
"BT",2014,1.38,,
"BW",2014,13.04,,
"BY",2014,0,,
"BZ",2014,12.59,,
"CD",2014,75.89,,
"CF",2014,80.71,,
"CG",2014,36.33,,
"CI",2014,25.36,,
"CL",2014,0.92,,
"CM",2014,26.33,,
"CN",2014,1.85,,
"CO",2014,6.12,,
"CR",2014,1.68,,
"CV",2014,6.79,,
"CZ",2014,0.06,,
"DJ",2014,22.52,,
"DO",2014,2.32,,
"EC",2014,4.43,,
"EE",2014,0.98,,
"ET",2014,21.55,,
"FJ",2014,3.8,,
"FM",2014,17.37,,
"GA",2014,6.7,,
"GE",2014,11.49,,
"GH",2014,12.05,,
"GM",2014,45.01,,
"GN",2014,35.64,,
"GT",2014,10.14,,
"GW",2014,67.32,,
"GY",2014,7.57,,
"HN",2014,18.93,,
"HR",2014,0.92,,
"HT",2014,53.04,,
"HU",2014,0.26,,
"ID",2014,9.83,,
"IN",2014,17.03,,
"IR",2014,0.08,,
"JM",2014,1.84,,
"KE",2014,25.05,,
"KG",2014,3.26,,
"KH",2014,1.69,,
"KI",2014,13.86,,
"KM",2014,13.96,,
"KZ",2014,0.04,,
"LA",2014,15.09,,
"LC",2014,29.3,,
"LK",2014,1.78,,
"LR",2014,54.08,,
"LS",2014,56.13,,
"LT",2014,1.02,,
"LV",2014,1.23,,
"MA",2014,1.35,,
"MD",2014,0.08,,
"ME",2014,1.04,,
"MG",2014,78.02,,
"MK",2014,2.19,,
"ML",2014,51.72,,
"MN",2014,0.31,,
"MR",2014,6.92,,
"MU",2014,0.5,,
"MV",2014,4.67,,
"MW",2014,70.3,,
"MX",2014,2.83,,
"MY",2014,0.09,,
"MZ",2014,59.95,,
"NA",2014,18.01,,
"NE",2014,47.03,,
"NG",2014,49.74,,
"NI",2014,6.97,,
"NP",2014,8.46,,
"PA",2014,2.86,,
"PE",2014,3.7,,
"PG",2014,31.49,,
"PH",2014,11.69,,
"PK",2014,6.99,,
"PL",2014,0.01,,
"PS",2014,0.27,,
"PY",2014,2.19,,
"RO",2014,0,,
"RS",2014,0.19,,
"RU",2014,0.03,,
"RW",2014,60.34,,
"SB",2014,33.05,,
"SC",2014,1.06,,
"SD",2014,9.27,,
"SI",2014,0.03,,
"SK",2014,0.24,,
"SL",2014,31.62,,
"SN",2014,37.52,,
"SR",2014,17.82,,
"SS",2014,70.51,,
"ST",2014,27.94,,
"SV",2014,3.25,,
"SZ",2014,41.06,,
"TD",2014,34.9,,
"TG",2014,51.9,,
"TH",2014,0.04,,
"TJ",2014,22.56,,
"TL",2014,21.76,,
"TM",2014,2.06,,
"TN",2014,1.01,,
"TO",2014,0.98,,
"TR",2014,0.33,,
"TT",2014,0.27,,
"TV",2014,1.8,,
"TZ",2014,43.84,,
"UA",2014,0,,
"UG",2014,34.64,,
"UY",2014,0.34,,
"UZ",2014,23.17,,
"VE",2014,8.05,,
"VN",2014,3.18,,
"VU",2014,14.31,,
"WS",2014,1.12,,
"XK",2014,0.78,,
"ZA",2014,16.02,,
"ZM",2014,60.5,,
"ZW",2014,17.47,,
"AL",2015,1.02,,
"AM",2015,2.44,,
"AO",2015,27.44,,
"AZ",2015,0.37,,
"BA",2015,0.07,,
"BD",2015,11.7,,
"BF",2015,45.11,,
"BG",2015,2.03,,
"BI",2015,75.28,,
"BJ",2015,50.11,,
"BO",2015,7.7,,
"BR",2015,4.87,,
"BT",2015,1.38,,
"BW",2015,13.04,,
"BY",2015,0,,
"BZ",2015,12.59,,
"CD",2015,75.89,,
"CF",2015,80.71,,
"CG",2015,36.33,,
"CI",2015,25.36,,
"CL",2015,0.92,,
"CM",2015,26.33,,
"CN",2015,1.85,,
"CO",2015,6.12,,
"CR",2015,1.68,,
"CV",2015,6.79,,
"CZ",2015,0.06,,
"DJ",2015,22.52,,
"DO",2015,2.32,,
"EC",2015,4.43,,
"EE",2015,0.98,,
"ET",2015,21.55,,
"FJ",2015,3.8,,
"FM",2015,17.37,,
"GA",2015,6.7,,
"GE",2015,11.49,,
"GH",2015,12.05,,
"GM",2015,45.01,,
"GN",2015,35.64,,
"GT",2015,10.14,,
"GW",2015,67.32,,
"GY",2015,7.57,,
"HN",2015,18.93,,
"HR",2015,0.92,,
"HT",2015,53.04,,
"HU",2015,0.26,,
"ID",2015,9.83,,
"IN",2015,17.03,,
"IR",2015,0.08,,
"JM",2015,1.84,,
"KE",2015,25.05,,
"KG",2015,3.26,,
"KH",2015,1.69,,
"KI",2015,13.86,,
"KM",2015,13.96,,
"KZ",2015,0.04,,
"LA",2015,15.09,,
"LC",2015,29.3,,
"LK",2015,1.78,,
"LR",2015,54.08,,
"LS",2015,56.13,,
"LT",2015,1.02,,
"LV",2015,1.23,,
"MA",2015,1.35,,
