"di_id","year","value_rural","value_urban"
"ME",1975,373688,172799
"MF",1975,,
"MG",1975,6338636,1237121
"MH",1975,10071,15509
"MK",1975,891227,911782
"ML",1975,5429554,1052722
"MM",1975,23311395,7329240
"MN",1975,759652,719998
"MO",1975,5237,242976
"MP",1975,2963,12269
"MR",1975,1055376,273311
"MT",1975,31213,273009
"MU",1975,504515,387485
"MV",1975,112831,23603
"MW",1975,4887916,404900
"MX",1975,22668881,38203518
"MY",1975,7676396,4635386
"MZ",1975,9410282,994718
"NA",1975,691461,214186
"NC",1975,59413,73100
"NE",1975,4580497,590532
"NG",1975,50992323,12573275
"NI",1975,1433613,1363135
"NL",1975,5031945,8634390
"NO",1975,1274726,2732587
"NP",1975,12670446,643041
"NR",1975,0,7070
"NZ",1975,531218,2551882
"OM",1975,545015,337029
"PA",1975,889357,855850
"PE",1975,5869623,9360328
"PF",1975,54533,76086
"PG",1975,2474496,335196
"PH",1975,26610581,14684548
"PK",1975,49198616,17592880
"PL",1975,15211597,18803602
"PR",1975,1114666,1879334
"PS",1975,,
"PT",1975,5385153,3708317
"PW",1975,4772,7508
"PY",1975,1703046,1087918
"QA",1975,18225,146108
"RO",1975,12173541,9120042
"RS",1975,,
"RU",1975,45050940,89149060
"RW",1975,4184799,174367
"SA",1975,3094056,4334649
"SB",1975,175805,17662
"SC",1975,32023,27577
"SD",1975,9788677,2287164
"SE",1975,1414834,6777603
"SG",1975,0,2262600
"SI",1975,1033641,759940
"SK",1975,2546795,2192310
"SL",1975,1998926,766988
"SM",1975,5628,14104
"SN",1975,3249516,1650975
"SO",1975,2891311,989644
"SR",1975,167726,194925
"SS",1975,3764035,353264
"ST",1975,56470,26137
"SV",1975,2425887,1721638
"SX",1975,,
"SY",1975,4155662,3408338
"SZ",1975,444706,72394
"TC",1975,3073,3473
"TD",1975,3452223,636635
"TG",1975,1857731,552715
"TH",1975,32276169,10058785
"TJ",1975,2199903,1212916
"TL",1975,565102,96532
"TM",1975,1321489,1198513
"TN",1975,2940725,2670275
"TO",1975,70377,17970
"TR",1975,22888331,16297306
"TT",1975,896481,115006
"TV",1975,5705,1980
"TZ",1975,14198465,1781800
"UA",1975,20288614,28470372
"UG",1975,10064845,762226
"US",1975,56908886,159064115
"UY",1975,470092,2360080
"UZ",1975,8515825,5465172
"VC",1975,63851,31773
"VE",1975,3234695,10126293
"VG",1975,8436,2040
"VI",1975,23274,70735
"VN",1975,39009966,9020034
"VU",1975,86505,13384
"WS",1975,119608,31775
"XK",1975,,
"YE",1975,5785753,1008226
"ZA",1975,12831359,11896641
"ZM",1975,3242449,1740568
"ZW",1975,4944249,1226035
"AD",1974,4123,25391
"AE",1974,91293,360655
"AF",1974,10696058,1619495
"AG",1974,45216,23439
"AL",1974,1585864,764260
"AM",1974,1023603,1742892
"AO",1974,5761944,1162497
"AR",1974,4982727,20661778
"AS",1974,8266,21225
"AT",1974,2634586,4964452
"AU",1974,1943177,11779823
"AW",1974,29924,30601
"AZ",1974,2702945,2893215
"BA",1974,2732726,1197557
"BB",1974,150636,93903
"BD",1974,63531592,6306368
"BE",1974,551164,9221255
"BF",1974,5664353,375691
"BG",1974,3773518,4905227
"BH",1974,38476,213663
"BI",1974,3501367,122486
"BJ",1974,2523117,661749
"BM",1974,0,53400
"BN",1974,58037,96358
"BO",1974,2892282,2009891
"BR",1974,42518448,63327826
"BS",1974,56677,128420
"BT",1974,311494,25183
"BW",1974,704465,88048
"BY",1974,4714698,4602886
"BZ",1974,65220,66086
"CA",1974,5527271,17246816
"CD",1974,16584551,5699756
"CF",1974,1362628,613538
"CG",1974,870295,639585
"CH",1974,2699536,3641869
"CI",1974,4332290,1975646
"CL",1974,2278677,7976397
"CM",1974,5588546,1941158
"CN",1974,744679485,155670515
"CO",1974,10213364,13994658
"CR",1974,1206892,838688
"CU",1974,3407563,5907808
"CV",1974,215200,57309
"CW",1974,29922,118429
"CY",1974,353220,289115
"CZ",1974,3117398,6871061
"DE",1974,21716044,57251389
"DJ",1974,69548,135609
"DK",1974,924298,4120999
"DM",1974,41751,30060
"DO",1974,2781791,2237680
"DZ",1974,9722272,6524841
"EC",1974,3979669,2818536
"EE",1974,467003,951166
"EG",1974,21581350,16234228
"ER",1974,1746005,267377
"ES",1974,10932999,24221339
"ET",1974,28899123,2956171
"EU",1974,148611615,303645277
"FI",1974,1546951,3143623
"FJ",1974,360038,205348
"FM",1974,46395,16082
"FO",1974,28145,11971
"FR",1974,14736841,39145575
"GA",1974,377692,259010
"GB",1974,12640498,43589476
"GD",1974,62886,30274
"GE",1974,2144885,2134615
"GH",1974,6739323,2864957
"GI",1974,0,25266
"GL",1974,12796,36704
"GM",1974,385857,119705
"GN",1974,3526424,814324
"GQ",1974,181400,68187
"GR",1974,3006758,5955264
"GT",1974,3849009,2220068
"GU",1974,18048,73333
"GW",1974,644261,120713
"GY",1974,512181,218046
"HK",1974,463759,3870441
"HN",1974,2063579,952027
"HR",1974,2511575,1985426
"HT",1974,4019176,1028772
"HU",1974,4001823,6476897
"ID",1974,103514515,23950717
"IE",1974,1465526,1671974
"IL",1974,465351,2911649
"IM",1974,28132,31966
"IN",1974,479943495,127503024
"IQ",1974,4485329,6826975
"IR",1974,17535727,14249169
"IS",1974,29419,185790
"IT",1974,19046316,36064552
"JM",1974,1122602,863250
"JO",1974,823891,1106241
"JP",1974,27573549,82599468
"KE",1974,11392262,1605185
"KG",1974,1997528,1226372
"KH",1974,5364943,2197396
"KI",1974,38633,15749
"KM",1974,196996,51925
"KN",1974,28879,15448
"KP",1974,6990536,8969591
"KR",1974,18532608,16159658
"KW",1974,112860,875407
"KY",1974,0,11494
"KZ",1974,6476252,7100797
"LA",1974,2663694,323850
"LB",1974,873734,1661769
"LC",1974,81466,27068
"LI",1974,18771,4213
"LK",1974,10676351,2607649
"LR",1974,1116196,466388
"LS",1974,1006307,116289
"LT",1974,1491259,1782635
"LU",1974,82656,272394
"LV",1974,890060,1547126
"LY",1974,974571,1539802
"MA",1974,10998722,6467884
"MC",1974,0,24835
"MD",1974,2077855,1137146
"ME",1974,373836,165066
"MF",1974,,
"MG",1974,6192196,1168075
"MH",1974,9547,14989
"MK",1974,892376,892019
"ML",1974,5359604,1009384
"MM",1974,22763714,7153113
"MN",1974,748987,689436
"MO",1974,5662,244888
"MP",1974,3142,11836
"MR",1974,1042414,248341
"MT",1974,31015,270981
"MU",1974,494689,383353
"MV",1974,110877,21258
"MW",1974,4765835,375303
"MX",1974,22442570,36647925
"MY",1974,7601590,4424340
"MZ",1974,9232500,908647
"NA",1974,675516,206014
"NC",1974,59762,71238
"NE",1974,4481845,545402
"NG",1974,49881503,11975520
"NI",1974,1396601,1315246
"NL",1974,5029279,8515777
"NO",1974,1287238,2698020
"NP",1974,12427646,600602
"NR",1974,0,6972
"NZ",1974,530357,2493343
"OM",1974,535310,306637
"PA",1974,870626,828488
"PE",1974,5810023,9022816
"PF",1974,53452,73031
"PG",1974,2410802,320057
"PH",1974,26073383,14076576
"PK",1974,48006542,16873651
"PL",1974,15280116,18398783
"PR",1974,1119873,1819426
"PS",1974,,
"PT",1974,5219352,3535013
"PW",1974,4774,7422
"PY",1974,1676328,1047195
"QA",1974,17156,136437
"RO",1974,12129775,8901757
"RS",1974,,
"RU",1974,45833892,87598108
"RW",1974,4065371,161465
"SA",1974,3050692,3994785
"SB",1974,169419,16919
"SC",1974,32291,26175
"SD",1974,9481964,2186710
"SE",1974,1426360,6733595
"SG",1974,0,2229800
"SI",1974,1043300,732832
"SK",1974,2570382,2119241
"SL",1974,1974358,735439
"SM",1974,6004,13561
"SN",1974,3195156,1569467
"SO",1974,2732336,912236
"SR",1974,177368,187736
"SS",1974,3670359,344912
"ST",1974,55436,25234
"SV",1974,2391430,1662528
"SX",1974,,
"SY",1974,4041168,3270517
"SZ",1974,436238,65358
"TC",1974,3004,3342
"TD",1974,3412436,588075
"TG",1974,1824262,532361
"TH",1974,31703830,9555709
"TJ",1974,2127038,1186106
"TL",1974,567326,94202
"TM",1974,1285125,1167403
"TN",1974,2923209,2570513
"TO",1974,69816,17793
"TR",1974,22611512,15661189
"TT",1974,882690,114362
"TV",1974,5711,1902
"TZ",1974,13867531,1609624
"UA",1974,20496516,27958604
"UG",1974,9800487,733140
"US",1974,56371914,157482086
"UY",1974,475291,2348778
"UZ",1974,8336015,5242768
"VC",1974,63637,30935
"VE",1974,3240710,9753315
"VG",1974,8421,1960
"VI",1974,23247,66753
"VN",1974,38153718,8768974
"VU",1974,84045,12757
"WS",1974,118808,31411
"XK",1974,,
"YE",1974,5664083,962125
"ZA",1974,12566620,11623217
"ZM",1974,3175616,1635194
"ZW",1974,4810096,1157765
"AD",1973,4314,23917
"AE",1973,77330,305493
"AF",1973,10492048,1530466
"AG",1973,44821,23151
"AL",1973,1554442,742310
"AM",1973,1022170,1683685
"AO",1973,5648580,1101635
"AR",1973,5002336,20211052
"AS",1973,8246,20768
"AT",1973,2630865,4955250
"AU",1973,1905312,11474688
"AW",1973,29770,30469
"AZ",1973,2672734,2823327
"BA",1973,2732482,1152747
"BB",1973,150186,92794
"BD",1973,62788173,5870299
"BE",1973,562097,9179623
"BF",1973,5568727,361760
"BG",1973,3838917,4782050
"BH",1973,37178,202682
"BI",1973,3466864,116088
"BJ",1973,2497700,612374
"BM",1973,0,53800
"BN",1973,55051,93016
"BO",1973,2845516,1952994
"BR",1973,42516504,60814615
"BS",1973,56733,124756
"BT",1973,301396,23069
"BW",1973,685752,79425
"BY",1973,4809153,4448119
"BZ",1973,64013,65281
"CA",1973,5402212,16967196
"CD",1973,16196374,5494230
"CF",1973,1353650,583733
"CG",1973,856324,607728
"CH",1973,2681884,3625463
"CI",1973,4184274,1837131
"CL",1973,2303957,7783420
"CM",1973,5545735,1782139
"CN",1973,730422708,151517292
"CO",1973,10163465,13513407
"CR",1973,1184474,811470
"CU",1973,3430925,5745126
"CV",1973,216793,56418
"CW",1973,30132,116780
"CY",1973,363536,271573
"CZ",1973,3209853,6712413
"DE",1973,21747051,57189615
"DJ",1973,66611,123925
"DK",1973,943608,4078253
"DM",1973,42287,29458
"DO",1973,2763510,2125927
"DZ",1973,9482657,6321771
"EC",1973,3908304,2703612
"EE",1973,470431,935660
"EG",1973,21279686,15767121
"ER",1973,1701888,256556
"ES",1973,11064865,23752206
"ET",1973,28205114,2823614
"EU",1973,149374847,300413912
"FI",1973,1577135,3088946
"FJ",1973,355018,199091
"FM",1973,46349,15940
"FO",1973,28066,11665
"FR",1973,14824607,38616657
"GA",1973,384582,240043
"GB",1973,12722441,43472086
"GD",1973,63274,30355
"GE",1973,2146281,2096219
"GH",1973,6581543,2768568
"GI",1973,0,25121
"GL",1973,12784,36216
"GM",1973,377486,112374
"GN",1973,3540696,778806
"GQ",1973,190948,71451
"GR",1973,3040354,5888732
"GT",1973,3750708,2151272
"GU",1973,21140,68323
"GW",1973,634126,117386
"GY",1973,506446,214473
"HK",1973,471242,3770358
"HN",1973,2022501,905689
"HR",1973,2544847,1933153
"HT",1973,3951162,1009493
"HU",1973,4027816,6404239
"ID",1973,101530807,22711492
"IE",1973,1451939,1634011
"IL",1973,465804,2812196
"IM",1973,27302,32024
"IN",1973,470904074,122547815
"IQ",1973,4456031,6495138
"IR",1973,17330719,13572846
"IS",1973,29767,182550
"IT",1973,19031589,35719817
"JM",1973,1116335,839745
"JO",1973,806000,1067548
"JP",1973,27862766,80216234
"KE",1973,11051292,1479771
"KG",1973,1958510,1195290
"KH",1973,5589167,1888980
"KI",1973,38596,15009
"KM",1973,193134,49741
"KN",1973,28950,15364
"KP",1973,6912129,8690872
"KR",1973,18712398,15390751
"KW",1973,112145,814672
"KY",1973,0,10785
"KZ",1973,6452902,6930647
"LA",1973,2607036,309112
"LB",1973,891217,1589209
"LC",1973,80940,26521
"LI",1973,18424,4138
"LK",1973,10502909,2588091
"LR",1973,1099070,439812
"LS",1973,989328,108815
"LT",1973,1518073,1726365
"LU",1973,83652,266798
"LV",1973,898685,1517376
"LY",1973,974963,1434138
"MA",1973,10882242,6214761
"MC",1973,0,24440
"MD",1973,2078018,1095982
"ME",1973,372957,157263
"MF",1973,,
"MG",1973,6050208,1102183
"MH",1973,9092,14348
"MK",1973,894935,874061
"ML",1973,5289610,966582
"MM",1973,22228571,6981115
"MN",1973,737637,659668
"MO",1973,6144,246701
"MP",1973,3318,11287
"MR",1973,1028524,225315
"MT",1973,31066,271164
"MU",1973,485336,379483
"MV",1973,108636,19081
"MW",1973,4648580,348281
"MX",1973,22180117,35103244
"MY",1973,7521828,4220021
"MZ",1973,9069364,831688
"NA",1973,658237,197728
"NC",1973,59624,68876
"NE",1973,4384073,503411
"NG",1973,48861360,11424093
"NI",1973,1360505,1268998
"NL",1973,5033026,8406296
"NO",1973,1298289,2662323
"NP",1973,12191895,561133
"NR",1973,0,6862
"NZ",1973,528888,2432412
"OM",1973,527206,279783
"PA",1973,851758,801499
"PE",1973,5751609,8696040
"PF",1973,52331,70024
"PG",1973,2347273,305313
"PH",1973,25550376,13475706
"PK",1973,46874136,16188068
"PL",1973,15350983,18006217
"PR",1973,1122439,1756347
"PS",1973,,
"PT",1973,5181587,3452377
"PW",1973,4749,7296
"PY",1973,1650759,1008325
"QA",1973,15987,126138
"RO",1973,12122199,8713482
"RS",1973,,
"RU",1973,46606620,86062380
"RW",1973,3952601,149735
"SA",1973,3033291,3664195
"SB",1973,163140,16214
"SC",1973,32491,24793
"SD",1973,9190471,2093103
"SE",1973,1448264,6688048
"SG",1973,0,2193000
"SI",1973,1057368,709329
"SK",1973,2593639,2047806
"SL",1973,1957221,699159
"SM",1973,6414,13053
"SN",1973,3136468,1488909
"SO",1973,2664996,861531
"SR",1973,187523,180819
"SS",1973,3580549,336901
"ST",1973,54591,24435
"SV",1973,2355377,1603239
"SX",1973,,
"SY",1973,3928960,3138221
"SZ",1973,427673,58983
"TC",1973,2927,3206
"TD",1973,3366197,542532
"TG",1973,1790620,512725
"TH",1973,31095719,9069250
"TJ",1973,2053717,1158729
"TL",1973,561452,90565
"TM",1973,1248568,1136471
"TN",1973,2912058,2476651
"TO",1973,69344,17641
"TR",1973,22322999,15043923
"TT",1973,868908,113686
"TV",1973,5711,1827
"TZ",1973,13531431,1453542
"UA",1973,20699496,27427674
"UG",1973,9549680,706662
"US",1973,55880403,156028597
"UY",1973,480601,2341483
"UZ",1973,8148804,5022044
"VC",1973,63413,30112
"VE",1973,3245174,9393061
"VG",1973,8386,1877
"VI",1973,22621,61379
"VN",1973,37306133,8518868
"VU",1973,81610,12151
"WS",1973,117875,31014
"XK",1973,,
"YE",1973,5565929,921924
"ZA",1973,12303438,11352470
"ZM",1973,3108914,1535415
"ZW",1973,4679888,1088494
"AD",1972,4491,22401
"AE",1972,65462,258607
"AF",1972,10273374,1443522
"AG",1972,44369,22836
"AL",1972,1522410,720716
"AM",1972,1019320,1624409
"AO",1972,5542187,1046118
"AR",1972,5021026,19761924
"AS",1972,8211,20279
"AT",1972,2617083,4927118
"AU",1972,1886946,11290054
"AW",1972,29571,30278
"AZ",1972,2646971,2746205
"BA",1972,2729971,1108415
"BB",1972,149766,91675
"BD",1972,62023534,5554952
"BE",1972,571985,9139130
"BF",1972,5476826,348345
"BG",1972,3909032,4667168
"BH",1972,36137,193474
"BI",1972,3437368,109967
"BJ",1972,2472471,566829
"BM",1972,0,54200
"BN",1972,52153,89683
"BO",1972,2800531,1897559
"BR",1972,42475657,58368734
"BS",1972,56750,121094
"BT",1972,291604,21108
"BW",1972,668072,71756
"BY",1972,4897720,4291248
"BZ",1972,62748,64400
"CA",1972,5285070,16708561
"CD",1972,15821738,5299258
"CF",1972,1344937,555765
"CG",1972,841506,577941
"CH",1972,2658402,3602554
"CI",1972,4039436,1708197
"CL",1972,2327416,7589142
"CM",1972,5498462,1635912
"CN",1972,713933246,148096754
"CO",1972,10108209,13038594
"CR",1972,1166866,780182
"CU",1972,3447664,5577635
"CV",1972,218291,55497
"CW",1972,30798,116912
"CY",1972,365433,262567
"CZ",1972,3307630,6560002
"DE",1972,21725882,56962570
"DJ",1972,64570,114642
"DK",1972,961881,4029715
"DM",1972,42856,28881
"DO",1972,2742675,2017260
"DZ",1972,9252398,6124697
"EC",1972,3834724,2593983
"EE",1972,473178,919340
"EG",1972,20982645,15319509
"ER",1972,1659037,246369
"ES",1972,11199578,23303127
"ET",1972,27443951,2691056
"EU",1972,150108863,297042949
"FI",1972,1606713,3032944
"FJ",1972,349896,192915
"FM",1972,46518,15780
"FO",1972,27989,11371
"FR",1972,14902727,38056501
"GA",1972,390992,222137
"GB",1972,12793231,43298442
"GD",1972,63548,30389
"GE",1972,2147226,2058074
"GH",1972,6413912,2669663
"GI",1972,0,24991
"GL",1972,12717,35587
"GM",1972,371041,103497
"GN",1972,3549195,744013
"GQ",1972,200297,74609
"GR",1972,3071021,5817607
"GT",1972,3661813,2075907
"GU",1972,24524,63061
"GW",1972,624078,114113
"GY",1972,501095,211093
"HK",1972,475451,3648149
"HN",1972,1984569,860691
"HR",1972,2575700,1881300
"HT",1972,3885641,990917
"HU",1972,4059570,6339959
"ID",1972,99535130,21524381
"IE",1972,1439163,1597687
"IL",1972,461182,2686818
"IM",1972,26488,32075
"IN",1972,461985144,117815488
"IQ",1972,4423316,6176530
"IR",1972,17139084,12934761
"IS",1972,30053,179084
"IT",1972,19011718,35369627
"JM",1972,1109086,816269
"JO",1972,785627,1026424
"JP",1972,28458414,78729586
"KE",1972,10720184,1362981
"KG",1972,1922405,1165796
"KH",1972,5731502,1599660
"KI",1972,38746,14077
"KM",1972,189976,47845
"KN",1972,29039,15293
"KP",1972,6816148,8398467
"KR",1972,18866894,14638512
"KW",1972,111030,755717
"KY",1972,0,10137
"KZ",1972,6420949,6755635
"LA",1972,2545940,292311
"LB",1972,904345,1512398
"LC",1972,80461,25997
"LI",1972,18088,4065
"LK",1972,10300375,2561911
"LR",1972,1082439,414917
"LS",1972,973452,101829
"LT",1972,1543503,1670119
"LU",1972,84813,261787
"LV",1972,907481,1488193
"LY",1972,1008245,1298423
"MA",1972,10769180,5973019
"MC",1972,0,24052
"MD",1972,2075853,1055147
"ME",1972,371981,149804
"MF",1972,,
"MG",1972,5912307,1040076
"MH",1972,9231,13111
"MK",1972,898010,856944
"ML",1972,5221037,926422
"MM",1972,21784357,6732932
"MN",1972,725954,630715
"MO",1972,6611,247671
"MP",1972,3533,10609
"MR",1972,1013668,204244
"MT",1972,31092,271358
"MU",1972,476298,375755
"MV",1972,106273,17099
"MW",1972,4536408,323161
"MX",1972,21898005,33582120
"MY",1972,7437592,4022488
"MZ",1972,8918924,760829
"NA",1972,640361,189445
"NC",1972,59223,66277
"NE",1972,4288681,464373
"NG",1972,47916480,10912839
"NI",1972,1325375,1224404
"NL",1972,5034210,8294383
"NO",1972,1308904,2624494
"NP",1972,11963298,524487
"NR",1972,0,6743
"NZ",1972,527929,2375971
"OM",1972,520484,255895
"PA",1972,832859,774976
"PE",1972,5692317,8380159
"PF",1972,51191,67088
"PG",1972,2284994,291099
"PH",1972,25026971,12898429
"PK",1972,45791247,15550008
"PL",1972,15430377,17625273
"PR",1972,1123240,1694016
"PS",1972,,
"PT",1972,5213643,3416787
"PW",1972,4707,7146
"PY",1972,1625560,971181
"QA",1972,14759,115618
"RO",1972,12122089,8535868
"RS",1972,,
"RU",1972,47381713,84527287
"RW",1972,3844676,139031
"SA",1972,3018098,3364008
"SB",1972,157065,15534
"SC",1972,32632,23436
"SD",1972,8959423,1958714
"SE",1972,1470949,6651351
"SG",1972,0,2152400
"SI",1972,1067811,684422
"SK",1972,2617317,1979305
"SL",1972,1940827,665010
"SM",1972,6847,12549
"SN",1972,3074702,1410640
"SO",1972,2658558,832086
"SR",1972,197690,173628
"SS",1972,3494393,329212
"ST",1972,53841,23695
"SV",1972,2317279,1544853
"SX",1972,,
"SY",1972,3818645,3010120
"SZ",1972,419152,53185
"TC",1972,2851,3073
"TD",1972,3316364,499935
"TG",1972,1754682,492893
"TH",1972,30464453,8597546
"TJ",1972,1981125,1130916
"TL",1972,549908,86192
"TM",1972,1212582,1105488
"TN",1972,2904996,2389329
"TO",1972,68863,17486
"TR",1972,22031115,14444241
"TT",1972,855690,113052
"TV",1972,5705,1754
"TZ",1972,13193658,1312838
"UA",1972,20895512,26887501
"UG",1972,9308116,680205
"US",1972,55370565,154525435
"UY",1972,486134,2335303
"UZ",1972,7956104,4806335
"VC",1972,63163,29302
"VE",1972,3247305,9040358
"VG",1972,8330,1795
"VI",1972,21326,54674
"VN",1972,36482246,8275754
"VU",1972,79253,11571
"WS",1972,116753,30570
"XK",1972,,
"YE",1972,5485086,885513
"ZA",1972,12041852,11084424
"ZM",1972,3042490,1441651
"ZW",1972,4550052,1023260
"AD",1971,4657,20903
"AE",1971,55582,219578
"AF",1971,10052413,1360408
"AG",1971,43849,22489
"AL",1971,1489272,698581
"AM",1971,1015324,1565570
"AO",1971,5444316,993329
"AR",1971,5038980,19327462
"AS",1971,8157,19759
"AT",1971,2602667,4897815
"AU",1971,1862928,11074072
"AW",1971,29356,30082
"AZ",1971,2619315,2667957
"BA",1971,2726071,1064877
"BB",1971,149424,90638
"BD",1971,61170471,5246979
"BE",1971,582324,9090838
"BF",1971,5387989,335390
"BG",1971,3981375,4555020
"BH",1971,35285,185523
"BI",1971,3403417,104176
"BJ",1971,2447393,524548
"BM",1971,0,54600
"BN",1971,49658,86058
"BO",1971,2756677,1843919
"BR",1971,42421188,55981012
"BS",1971,56628,117239
"BT",1971,282317,19336
"BW",1971,651388,64423
"BY",1971,4981662,4133914
"BZ",1971,61398,63407
"CA",1971,5175447,16470088
"CD",1971,15453178,5109933
"CF",1971,1335912,528845
"CG",1971,826814,549375
"CH",1971,2634481,3578918
"CI",1971,3900033,1587561
"CL",1971,2349669,7391910
"CM",1971,5449286,1499561
"CN",1971,695677946,145427055
"CO",1971,10046506,12565482
"CR",1971,1149650,748905
"CU",1971,3461059,5408902
"CV",1971,218715,54338
"CW",1971,31246,116143
"CY",1971,364569,256291
"CZ",1971,3410887,6416910
"DE",1971,21669163,56643679
"DJ",1971,62870,106500
"DK",1971,980714,3982412
"DM",1971,43319,28247
"DO",1971,2718927,1912187
"DZ",1971,9026931,5934676
"EC",1971,3761171,2487660
"EE",1971,475325,901630
"EG",1971,20682328,14878759
"ER",1971,1617774,236621
"ES",1971,11334541,22857137
"ET",1971,26684206,2561964
"EU",1971,150862999,293505186
"FI",1971,1636382,2975742
"FJ",1971,344743,186858
"FM",1971,46537,15570
"FO",1971,27904,11079
"FR",1971,14977912,37502509
"GA",1971,396663,205071
"GB",1971,12839362,43056861
"GD",1971,63779,30401
"GE",1971,2066044,1943356
"GH",1971,6252357,2574916
"GI",1971,0,24844
"GL",1971,12541,34659
"GM",1971,365255,94938
"GN",1971,3550387,708715
"GQ",1971,207874,77070
"GR",1971,3095278,5735758
"GT",1971,3577616,2000208
"GU",1971,28162,57566
"GW",1971,614031,110832
"GY",1971,495976,207835
"HK",1971,483818,3561482
"HN",1971,1948407,818037
"HR",1971,2606006,1828994
"HT",1971,3823981,969176
"HU",1971,4091030,6276507
"ID",1971,97474320,20447674
"IE",1971,1428105,1563945
"IL",1971,466795,2602205
"IM",1971,25647,32064
"IN",1971,453340982,113264420
"IQ",1971,4388501,5867403
"IR",1971,16950846,12330284
"IS",1971,30358,175740
"IT",1971,19060905,35012585
"JM",1971,1102119,793510
"JO",1971,760164,979739
"JP",1971,28886990,76810010
"KE",1971,10400803,1256676
"KG",1971,1885613,1136687
"KH",1971,5825920,1341796
"KI",1971,38833,13187
"KM",1971,187083,46042
"KN",1971,29221,15269
"KP",1971,6710000,8102363
"KR",1971,18986473,13896231
"KW",1971,109551,698349
"KY",1971,0,9583
"KZ",1971,6386208,6580712
"LA",1971,2485050,274860
"LB",1971,916480,1437089
"LC",1971,79927,25462
"LI",1971,17737,3989
"LK",1971,10163421,2526579
"LR",1971,1066172,391542
"LS",1971,958285,95239
"LT",1971,1566631,1612410
"LU",1971,85879,256542
"LV",1971,916573,1459816
"LY",1971,1038040,1170085
"MA",1971,10651828,5738121
"MC",1971,0,23722
"MD",1971,2072666,1015334
"ME",1971,372309,143140
"MF",1971,,
"MG",1971,5778073,982279
"MH",1971,9355,11955
"MK",1971,900204,839321
"ML",1971,5155986,888546
"MM",1971,21375762,6463670
"MN",1971,714236,602813
"MO",1971,7083,246798
"MP",1971,3741,9917
"MR",1971,997932,185013
"MT",1971,31148,271552
"MU",1971,477858,361372
"MV",1971,103995,15320
"MW",1971,4428894,300272
"MX",1971,21606002,32113545
"MY",1971,7349980,3832098
"MZ",1971,8771930,696906
"NA",1971,622857,181452
"NC",1971,57576,62424
"NE",1971,4194558,428563
"NG",1971,47025881,10427853
"NI",1971,1291221,1181435
"NL",1971,5025784,8168713
"NO",1971,1318056,2584983
"NP",1971,11743156,490521
"NR",1971,0,6619
"NZ",1971,528090,2324910
"OM",1971,514618,234353
"PA",1971,814069,749044
"PE",1971,5687298,8017035
"PF",1971,50068,64243
"PG",1971,2225733,277341
"PH",1971,24509637,12341418
"PK",1971,44720098,14970369
"PL",1971,15516431,17267069
"PR",1971,1126145,1636045
"PS",1971,,
"PT",1971,5255404,3388352
"PW",1971,4662,6994
"PY",1971,1591442,943913
"QA",1971,13594,105652
"RO",1971,12109155,8352412
"RS",1971,,
"RU",1971,48160116,82994884
"RW",1971,3739142,129203
"SA",1971,3005990,3090116
"SB",1971,151321,14893
"SC",1971,32715,22120
"SD",1971,8748843,1819945
"SE",1971,1493333,6605001
"SG",1971,0,2112900
"SI",1971,1078289,660046
"SK",1971,2642865,1914584
"SL",1971,1925448,632947
"SM",1971,7280,12019
"SN",1971,3012640,1335859
"SO",1971,2669033,808535
"SR",1971,202258,170361
"SS",1971,3411715,321832
"ST",1971,53040,22956
"SV",1971,2277977,1487275
"SX",1971,,
"SY",1971,3712143,2887223
"SZ",1971,410735,47982
"TC",1971,2789,2961
"TD",1971,3268541,458841
"TG",1971,1713558,472103
"TH",1971,29825245,8139680
"TJ",1971,1910547,1103409
"TL",1971,536803,81705
"TM",1971,1177322,1075289
"TN",1971,2900942,2307733
"TO",1971,68228,17292
"TR",1971,21742293,13869347
"TT",1971,843800,112564
"TV",1971,5697,1682
"TZ",1971,12861700,1184057
"UA",1971,21084327,26349480
"UG",1971,9065212,655153
"US",1971,54801738,152859262
"UY",1971,491224,2327045
"UZ",1971,7765329,4595908
"VC",1971,62929,28511
"VE",1971,3251858,8685945
"VG",1971,8257,1712
"VI",1971,20746,50254
"VN",1971,35679600,8045400
"VU",1971,76994,11029
"WS",1971,115462,29975
"XK",1971,,
"YE",1971,5411175,851759
"ZA",1971,11782617,10819756
"ZM",1971,2977997,1353005
"ZW",1971,4424058,961822
"AD",1970,4819,19462
"AE",1970,47558,187876
"AF",1970,9838835,1282262
"AG",1970,43261,22108
"AL",1970,1457678,677801
"AM",1970,1010889,1507519
"AO",1970,5358344,942625
"AR",1970,5063111,18909951
"AS",1970,8084,19208
"AT",1970,2594066,4873020
"AU",1970,1843532,10664719
"AW",1970,29166,29899
"AZ",1970,2588562,2589598
"BA",1970,2726824,1018813
"BB",1970,149184,89663
"BD",1970,60111505,4937196
"BE",1970,594782,9060767
"BF",1970,5301183,323414
"BG",1970,4049527,4440047
"BH",1970,34586,178537
"BI",1970,3358931,98528
"BJ",1970,2422462,485307
"BM",1970,0,55000
"BN",1970,49725,80017
"BO",1970,2713377,1792397
"BR",1970,42318664,53663789
"BS",1970,56294,113062
"BT",1970,273707,17750
"BW",1970,638757,54264
"BY",1970,5061496,3978504
"BZ",1970,59917,62262
"CA",1970,5192394,16131606
"CD",1970,15085465,4924437
"CF",1970,1325998,502712
"CG",1970,812669,522421
